k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ovatus (ID180606)  -0.00396605164761
k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__ (ID500235)  2.03369497006e-08
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Alcaligenaceae, g__, s__ (ID3611664)  4.24492352852e-07
k__Bacteria, p__Spirochaetes, c__Spirochaetes, o__Spirochaetales, f__Spirochaetaceae, g__Spirochaeta, s__aurantia (ID4145)  0.0
k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Pirellulales, f__Pirellulaceae, g__, s__ (ID1111513)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID1111512)  0.0
k__Bacteria, p__Acidobacteria, c__Holophagae, o__Holophagales, f__Holophagaceae, g__, s__ (ID4379112)  5.1424513006e-08
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__ (ID342962)  4.61254244011e-06
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__ (ID553553)  0.0
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Rubrivivax, s__ (ID553551)  1.57768966689e-07
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__BD7-3, f__, g__, s__ (ID861670)  0.0
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ (ID177360)  -4.69989948398e-07
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__, s__ (ID4378646)  -9.09486122151e-07
k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__ (ID4454548)  1.51838924106e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__ (ID320957)  -1.16672505462e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID172705)  6.83030219596e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID524404)  3.73504094627e-08
k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__ (ID4476844)  0.0
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__Pasteurellaceae, g__Haemophilus, s__parainfluenzae (ID4323393)  -1.4262166607e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Blautia, s__ (ID287668)  1.09751802116e-08
k__Bacteria, p__Fusobacteria, c__Fusobacteriia, o__Fusobacteriales, f__Fusobacteriaceae, g__Cetobacterium, s__somerae (ID287660)  0.0
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__, s__ (ID230788)  0.0
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__, g__, s__ (ID720949)  6.48365251939e-06
k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__ (ID4433192)  0.0
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Dysgonomonas, s__ (ID239708)  3.79531804253e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID320483)  7.97566500724e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID4420987)  1.52700414555e-07
k__Bacteria, p__Verrucomicrobia, c__[Pedosphaerae], o__[Pedosphaerales], f__, g__, s__ (ID254225)  0.0
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Limnobacter, s__ (ID4419004)  0.0
k__Bacteria, p__Gemmatimonadetes, c__Gemmatimonadetes, o__Gemmatimonadales, f__Ellin5301, g__, s__ (ID4419006)  0.0
k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Pirellulales, f__Pirellulaceae, g__A17, s__ (ID613333)  0.0
k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__ (ID235666)  0.0
k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Adhaeribacter, s__ (ID4471717)  0.0
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__HTCC2188, f__, g__, s__ (ID1658343)  0.0
k__Bacteria, p__Acidobacteria, c__[Chloracidobacteria], o__11-24, f__, g__, s__ (ID3253464)  0.0
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae, g__Corynebacterium, s__ (ID927166)  -1.7849654194e-06
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ (ID4433736)  4.82169615012e-08
k__Bacteria, p__Fusobacteria, c__Fusobacteriia, o__Fusobacteriales, f__Fusobacteriaceae, g__Cetobacterium, s__ (ID820475)  2.20372229201e-08
k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__ (ID410072)  0.0
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__, g__, s__ (ID4288309)  0.0
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__SC-I-84, f__, g__, s__ (ID205301)  0.0
k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__ (ID1077422)  0.0
k__Bacteria, p__Acidobacteria, c__iii1-8, o__DS-18, f__, g__, s__ (ID4403532)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID205309)  2.16787310383e-06
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__, g__, s__ (ID647864)  0.0
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__ (ID4443082)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID320221)  -1.47838905018e-07
k__Bacteria, p__Cyanobacteria, c__Chloroplast, o__Chlorophyta, f__, g__, s__ (ID203466)  1.17508219406e-07
k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__ (ID1047652)  0.0
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__, s__ (ID7347)  0.0
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__copri (ID328035)  2.38322880645e-07
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__, s__ (ID460975)  3.71322358381e-08
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__, s__ (ID557093)  5.38840708344e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__[Ruminococcus], s__gnavus (ID176704)  1.63326527996e-07
k__Archaea, p__Euryarchaeota, c__Halobacteria, o__Halobacteriales, f__Halobacteriaceae, g__Halococcus, s__ (ID1139618)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Christensenellaceae, g__, s__ (ID111282)  0.0
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae, g__, s__ (ID541256)  0.0
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__, s__ (ID568420)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Acidaminococcus, s__ (ID514182)  3.95711432895e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID1043378)  9.87103555233e-07
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae, g__Azorhizobium, s__ (ID2540794)  0.0
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__, s__ (ID820291)  0.0
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__, g__, s__ (ID618303)  0.0
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter, s__ (ID174708)  6.93353557364e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Dorea, s__ (ID1601633)  4.04746428993e-08
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Parabacteroides, s__ (ID3970651)  1.55497595713e-05
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__, s__ (ID1908796)  2.11574012483e-08
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Bacillus, s__ (ID583531)  -2.29598560693e-07
k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Koribacteraceae, g__, s__ (ID3270631)  0.0
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Actinosynnemataceae, g__, s__ (ID1117006)  0.0
k__Bacteria, p__Chloroflexi, c__S085, o__, f__, g__, s__ (ID211818)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Mogibacteriaceae], g__Mogibacterium, s__ (ID823924)  0.0
k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Leuconostocaceae, g__Leuconostoc, s__mesenteroides (ID252339)  -2.71640136907e-05
k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfovibrionales, f__Desulfomicrobiaceae, g__, s__ (ID536058)  5.19175837432e-08
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Burkholderiaceae, g__Burkholderia, s__bryophila (ID119349)  0.0
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Janthinobacterium, s__ (ID317157)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__, f__, g__, s__ (ID541950)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID662124)  4.4124317943e-08
k__Bacteria, p__Gemmatimonadetes, c__Gemm-3, o__, f__, g__, s__ (ID4472437)  0.0
k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__ (ID1042683)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID3244992)  -1.4165892869e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID350320)  1.4047375888e-07
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Chromatiales, f__, g__, s__ (ID584163)  1.5293376512e-08
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__, s__ (ID1104160)  0.0
k__Bacteria, p__Acidobacteria, c__Sva0725, o__Sva0725, f__, g__, s__ (ID4434859)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID300887)  -8.17101315599e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__ (ID1043082)  9.04994937363e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID361845)  4.84397094067e-07
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae, g__Corynebacterium, s__ (ID4327286)  1.48067744073e-08
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Phyllobacteriaceae, g__, s__ (ID1138985)  0.0
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Staphylococcaceae, g__Staphylococcus, s__ (ID961454)  0.0
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Bacillus, s__ (ID289634)  -4.75893124035e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID289636)  -6.26972672328e-07
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__, s__ (ID344827)  1.04501912066e-08
k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Hymenobacter, s__ (ID4353585)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID533022)  3.96661656199e-07
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Dokdonella, s__ (ID533026)  0.0
k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__ (ID542734)  0.0
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ (ID4417335)  1.58065770661e-08
k__Bacteria, p__Chloroflexi, c__Thermomicrobia, o__JG30-KF-CM45, f__, g__, s__ (ID4474178)  6.11928892884e-07
k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__Iamiaceae, g__Iamia, s__ (ID4478654)  0.0
k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__Sediminibacterium, s__ (ID461318)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID4356697)  4.28693987713e-06
k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__, s__ (ID915428)  7.8369957195e-07
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Beijerinckiaceae, g__, s__ (ID410855)  6.84961016471e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID266682)  2.75064162682e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID195639)  1.68542792332e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID2242195)  3.46117224955e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Dorea, s__ (ID4324489)  3.87383699805e-07
k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfobacterales, f__Desulfobulbaceae, g__Desulfobulbus, s__ (ID4445279)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Tissierellaceae], g__Anaerococcus, s__ (ID462461)  1.36127975325e-08
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Sporolactobacillaceae, g__Sporolactobacillus, s__ (ID256522)  0.0
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae, g__Paenibacillus, s__ (ID4324483)  -1.11501808463e-06
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Dermacoccaceae, g__Dermacoccus, s__ (ID12538)  0.0
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae, g__Paenibacillus, s__ (ID1047137)  6.95899091167e-08
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae, g__Paenibacillus, s__ (ID924533)  1.98687492356e-06
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ (ID355291)  8.35389154723e-07
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ (ID357582)  -1.63715664313e-06
k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__ (ID4379250)  8.11330209627e-07
k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__ (ID3258717)  0.0
k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfuromonadales, f__Geobacteraceae, g__Geobacter, s__ (ID842518)  7.16205297957e-08
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ (ID2066374)  -7.50509576375e-05
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ (ID571458)  7.94049583e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Dorea, s__ (ID288941)  8.36033586897e-07
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Bradyrhizobiaceae, g__, s__ (ID1522488)  0.0
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Caulobacterales, f__Caulobacteraceae, g__, s__ (ID227434)  0.0
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__Shewanellaceae, g__Shewanella, s__ (ID734269)  1.36127975325e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__ (ID574421)  -3.84754485938e-07
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingopyxis, s__ (ID4393056)  3.11828558861e-06
k__Bacteria, p__Acidobacteria, c__[Chloracidobacteria], o__RB41, f__, g__, s__ (ID620519)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID297677)  -4.53277956433e-07
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__, g__, s__ (ID539897)  0.0
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Hyphomicrobium, s__ (ID2896033)  0.0
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiaceae, g__Agrobacterium, s__ (ID250206)  -3.44785888353e-07
k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__ (ID969707)  0.0
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Phyllobacteriaceae, g__, s__ (ID1141821)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID158273)  1.76862272626e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID158270)  8.84052178172e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID260907)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID4451744)  0.0
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Streptomycetaceae, g__, s__ (ID260903)  -2.82171820065e-07
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__, s__ (ID260900)  7.03294823722e-08
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Geodermatophilaceae, g__Geodermatophilus, s__ (ID154567)  0.0
k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__ (ID1092300)  1.4035229549e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Butyrivibrio, s__ (ID309565)  6.88653632208e-08
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae, g__Paenibacillus, s__ (ID163836)  -2.19990401914e-06
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__Sodalis, s__ (ID717851)  4.16013738146e-07
k__Bacteria, p__Deferribacteres, c__Deferribacteres, o__Deferribacterales, f__Deferribacteraceae, g__Mucispirillum, s__ (ID1873)  1.1321916495e-07
k__Bacteria, p__Deferribacteres, c__Deferribacteres, o__Deferribacterales, f__Deferribacteraceae, g__Mucispirillum, s__schaedleri (ID1871)  0.0
k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Haliangiaceae, g__, s__ (ID305616)  0.0
k__Bacteria, p__Cyanobacteria, c__Chloroplast, o__Stramenopiles, f__, g__, s__ (ID2224034)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__ (ID350668)  3.89093830288e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID350666)  2.47708847712e-08
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__ (ID4009972)  2.46855777336e-06
k__Bacteria, p__Armatimonadetes, c__0319-6E2, o__, f__, g__, s__ (ID1142556)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Dorea, s__ (ID623471)  3.5636332392e-06
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__Morganella, s__morganii (ID4249669)  3.33577612219e-08
k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Gaiellales, f__Gaiellaceae, g__, s__ (ID1009717)  0.0
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Bradyrhizobiaceae, g__, s__ (ID210800)  7.92922500184e-08
k__Bacteria, p__Nitrospirae, c__Nitrospira, o__Nitrospirales, f__0319-6A21, g__, s__ (ID534321)  0.0
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__[Paraprevotellaceae], g__[Prevotella], s__ (ID4354870)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID1076818)  -1.00522743562e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID1129180)  6.66586378078e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID542096)  6.14642862131e-08
k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae, g__, s__ (ID4327906)  1.04581138058e-08
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__, g__, s__ (ID4346828)  0.0
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Bacillus, s__ (ID4295407)  2.24735781759e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__ (ID637199)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID186052)  -3.95877679278e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID260018)  0.0
k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__Solirubrobacteraceae, g__, s__ (ID875420)  0.0
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__, s__ (ID137007)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID432444)  4.59445371406e-07
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Methylococcales, f__, g__, s__ (ID3392963)  1.00256019638e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID4412850)  -5.58247047854e-08
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae, g__Paenibacillus, s__ (ID136753)  6.71738290762e-08
k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__ (ID805122)  0.0
